Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,45.68000030517578,45.7599983215332,43.84000015258789,44.310001373291016,44.254669189453125,2232100
2021-01-05,44.369998931884766,45.415000915527344,44.369998931884766,45.20000076293945,45.14356231689453,1797500
2021-01-06,45.86000061035156,47.650001525878906,45.79499816894531,46.68000030517578,46.62171173095703,1968300
2021-01-07,47.0099983215332,47.40999984741211,46.58000183105469,47.02000045776367,46.96128845214844,990800
2021-01-08,47.130001068115234,47.459999084472656,45.83000183105469,46.400001525878906,46.342063903808594,1659000
2021-01-11,45.90999984741211,46.68000030517578,45.59000015258789,46.4900016784668,46.431949615478516,739800
2021-01-12,46.9900016784668,47.779998779296875,46.540000915527344,47.060001373291016,47.00123977661133,1245200
2021-01-13,46.869998931884766,47.16999816894531,46.08000183105469,46.08000183105469,46.0224609375,1577100
2021-01-14,46.38999938964844,46.779998779296875,45.93000030517578,46.34000015258789,46.28213882446289,1799100
2021-01-15,47.16999816894531,47.29999923706055,45.540000915527344,45.90999984741211,45.8526725769043,4578000
2021-01-19,46.36000061035156,46.59000015258789,45.93000030517578,46.290000915527344,46.23219680786133,1642900
2021-01-20,46.45000076293945,46.709999084472656,45.82400131225586,45.9900016784668,45.93257141113281,1367100
2021-01-21,45.93000030517578,46.22999954223633,45.709999084472656,45.7599983215332,45.702857971191406,1101900
2021-01-22,45.43000030517578,45.71500015258789,45.0099983215332,45.22999954223633,45.17352294921875,1319600
2021-01-25,45.0,45.220001220703125,44.15999984741211,44.5099983215332,44.45441818237305,1826100
2021-01-26,44.900001525878906,45.244998931884766,43.58000183105469,43.59000015258789,43.53557205200195,1485600
2021-01-27,42.560001373291016,42.599998474121094,40.63999938964844,40.810001373291016,40.7590446472168,2178400
2021-01-28,41.47999954223633,42.9900016784668,41.209999084472656,42.63999938964844,42.586753845214844,2174600
2021-01-29,42.369998931884766,42.650001525878906,41.400001525878906,41.84000015258789,41.787757873535156,3165200
2021-02-01,42.38999938964844,42.709999084472656,41.68000030517578,42.599998474121094,42.54680633544922,3118900
2021-02-02,43.130001068115234,43.665000915527344,42.619998931884766,43.380001068115234,43.32583236694336,1257200
2021-02-03,43.119998931884766,43.744998931884766,42.84000015258789,43.560001373291016,43.50560760498047,1255900
2021-02-04,43.779998779296875,44.040000915527344,42.849998474121094,42.9900016784668,42.93632507324219,4587700
2021-02-05,43.54999923706055,44.11000061035156,43.189998626708984,43.779998779296875,43.7253303527832,1357100
2021-02-08,43.84000015258789,44.20000076293945,43.689998626708984,44.04999923706055,43.9949951171875,1275400
2021-02-09,43.779998779296875,44.529998779296875,43.68000030517578,44.06999969482422,44.01496887207031,1339100
2021-02-10,44.209999084472656,44.63999938964844,43.79999923706055,44.459999084472656,44.404483795166016,1534000
2021-02-11,44.439998626708984,45.27000045776367,43.5,44.029998779296875,43.97502136230469,1743700
2021-02-12,43.88999938964844,44.369998931884766,43.40999984741211,43.91999816894531,43.86515426635742,1683300
2021-02-16,44.27000045776367,44.5,43.29999923706055,43.56999969482422,43.515594482421875,1338600
2021-02-17,43.439998626708984,43.58000183105469,42.83000183105469,42.9900016784668,42.93632507324219,1001600
2021-02-18,42.70000076293945,43.0099983215332,42.0,42.77000045776367,42.716590881347656,1250200
2021-02-19,43.04999923706055,44.310001373291016,43.04999923706055,43.88999938964844,43.83519744873047,1610100
2021-02-22,43.4900016784668,44.81999969482422,43.33000183105469,43.77000045776367,43.71534729003906,3412600
2021-02-23,44.68000030517578,46.9900016784668,43.95600128173828,45.58000183105469,45.52308654785156,4562700
2021-02-24,45.84000015258789,48.2599983215332,45.459999084472656,48.099998474121094,48.03993606567383,4067000
2021-02-25,48.0099983215332,48.91999816894531,46.20000076293945,46.349998474121094,46.29212188720703,3534000
2021-02-26,46.369998931884766,46.933998107910156,45.71699905395508,46.34000015258789,46.28213882446289,2381200
2021-03-01,47.040000915527344,47.970001220703125,46.9900016784668,47.459999084472656,47.40073776245117,1978400
2021-03-02,47.27000045776367,47.5,46.75,46.79999923706055,46.74156188964844,1548500
2021-03-03,46.709999084472656,47.5,46.599998474121094,46.810001373291016,46.75155258178711,2813300
